[2015-10-10 01:07:12] smccarthy, quitting. (Remote host closed the connection)
[2015-10-10 01:42:17] lukeis, quitting. (Quit: Leaving.)
[2015-10-10 07:54:10] smccarthy, joining. (#selendroid)
[2015-10-10 08:50:10] smccarthy, quitting. (Remote host closed the connection)
[2015-10-10 18:23:17] smccarthy, joining. (#selendroid)
[2015-10-10 21:25:13] smccarthy, quitting. (Remote host closed the connection)
[2015-10-10 22:44:51] asm89-, joining. (#selendroid)
[2015-10-10 22:44:57] smccarthy, joining. (#selendroid)
[2015-10-10 22:54:41] asm89, quitting. (*.net *.split)
