[2015-10-25 01:41:21] smccarthy, joining. (#selendroid)
[2015-10-25 01:46:02] smccarthy, quitting. (Ping timeout: 246 seconds)
[2015-10-25 02:57:32] smccarthy, joining. (#selendroid)
[2015-10-25 02:02:02] smccarthy, quitting. (Ping timeout: 260 seconds)
[2015-10-25 03:11:29] smccarthy, joining. (#selendroid)
[2015-10-25 07:25:59] smccarthy, quitting. (Remote host closed the connection)
[2015-10-25 10:14:55] trtl, joining. (#selendroid)
[2015-10-25 10:20:01] trtl, quitting. (Quit: Leaving)
[2015-10-25 15:02:31] smccarthy, joining. (#selendroid)
