[2015-11-09 06:18:54] smccarthy, quitting. (Remote host closed the connection)
[2015-11-09 11:11:57] Guest45, joining. (#selendroid)
[2015-11-09 11:20:49] Guest45, quitting. (Quit: My Mac has gone to sleep. ZZZzzz…)
[2015-11-09 15:30:40] simonstewart, joining. (#selendroid)
[2015-11-09 16:08:08] Guest45, joining. (#selendroid)
[2015-11-09 16:16:52] smccarthy, joining. (#selendroid)
[2015-11-09 16:41:47] Guest45, quitting. (Quit: My Mac has gone to sleep. ZZZzzz…)
[2015-11-09 16:47:11] Guest45, joining. (#selendroid)
[2015-11-09 17:34:56] lukeis, joining. (#selendroid)
