[2015-11-27 04:56:57] smccarthy, joining. (#selendroid)
[2015-11-27 06:01:45] smccarthy, quitting. (Remote host closed the connection)
[2015-11-27 06:29:56] jlipps, joining. (#selendroid)
[2015-11-27 06:35:15] jlipps, quitting. (Quit: My Mac has gone to sleep. ZZZzzz…)
[2015-11-27 14:21:23] simonstewart, joining. (#selendroid)
[2015-11-27 16:34:23] smccarthy, joining. (#selendroid)
[2015-11-27 17:46:31] smccarthy, quitting. (*.net *.split)
[2015-11-27 17:56:14] smccarthy, joining. (#selendroid)
[2015-11-27 19:10:05] simonstewart, quitting. (Quit: Textual IRC Client: www.textualapp.com)
