[2015-12-21 03:40:07] smccarthy, joining. (#selendroid)
[2015-12-21 06:45:21] smccarthy, quitting. (Remote host closed the connection)
[2015-12-21 10:58:22] selendroidbot___, quitting. (Ping timeout: 256 seconds)
[2015-12-21 11:13:21] selendroidbot___, joining. (#selendroid)
[2015-12-21 16:15:41] smccarthy, joining. (#selendroid)
[2015-12-21 16:57:53] lukeis, joining. (#selendroid)
[2015-12-21 19:05:28] lukeis1, joining. (#selendroid)
[2015-12-21 19:09:47] lukeis, quitting. (Ping timeout: 276 seconds)
[2015-12-21 19:30:02] lukeis1, changing nick to lukeis.
