[2015-08-23 03:01:21] smccarthy, joining. (#selendroid)
[2015-08-23 04:23:13] smccarthy, quitting. (Remote host closed the connection)
[2015-08-23 07:12:45] smccarthy, joining. (#selendroid)
[2015-08-23 07:21:36] smccarthy, quitting. (Remote host closed the connection)
[2015-08-23 09:38:04] raul782, quitting. (Remote host closed the connection)
[2015-08-23 18:05:28] smccarthy, joining. (#selendroid)
[2015-08-23 20:21:05] aluedeke, joining. (#selendroid)
[2015-08-23 20:24:30] aluedeke, quitting. (Remote host closed the connection)
[2015-08-23 20:25:33] aluedeke, joining. (#selendroid)
