[2015-08-31 00:25:40] smccarthy, joining. (#selendroid)
[2015-08-31 07:15:41] smccarthy, quitting. (Quit: Leaving...)
[2015-08-31 07:56:59] aluedeke, joining. (#selendroid)
[2015-08-31 08:27:34] aluedeke, quitting. (Ping timeout: 244 seconds)
[2015-08-31 08:46:39] aluedeke, joining. (#selendroid)
[2015-08-31 08:56:52] aluedeke, quitting. (Read error: No route to host)
[2015-08-31 08:57:06] aluedeke, joining. (#selendroid)
[2015-08-31 09:10:19] aluedeke, quitting. (Ping timeout: 246 seconds)
[2015-08-31 09:21:21] aluedeke, joining. (#selendroid)
