[2015-05-17 01:52:48] smccarthy, joining. (#selendroid)
[2015-05-17 05:10:44] smccarthy, quitting. (Remote host closed the connection)
[2015-05-17 10:44:12] aluedeke, joining. (#selendroid)
[2015-05-17 16:09:00] smccarthy, joining. (#selendroid)
[2015-05-17 18:09:57] smccarthy, quitting. (Remote host closed the connection)
[2015-05-17 19:23:15] smccarthy, joining. (#selendroid)
[2015-05-17 19:59:10] smccarthy, quitting. (Quit: Leaving...)
[2015-05-17 20:38:25] aluedeke, quitting. (Read error: Connection reset by peer)
[2015-05-17 20:39:18] aluedeke, joining. (#selendroid)
